titulo|tipo|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Volvo Xc-40 2020|usado|Volvo|Xc-40|2020.0|66500.0|24000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
66,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-40-2020-1846578
Toyota Etios 2023|usado|Toyota|Etios|2023.0|77000.0|14000.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
77,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-etios-2023-1847182
Honda Pilot 2015|usado|Honda|Pilot|2015.0|140000.0|16000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
140,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2015-1844833
Hyundai Santa Fe 2010|usado|Hyundai|Santa Fe|2010.0|180.0|10000.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
180 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2010-1846637
Renault Captur 2018|usado|Renault|Captur|2018.0|86000.0|11000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
86,000 Kms
Santa, Ancash"|[]|Santa, Ancash|https://neoauto.com/auto/usado/renault-captur-2018-1848054
Volkswagen Gol Sedán 2018|usado|Volkswagen|Gol Sedán|2018.0|105000.0|8500.0|$5K - $10K|Mecánica||"Gas GNV|Mecánica
Kilometraje:
105,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-gol-sedan-2018-1847103
Nissan Tiida 2014|usado|Nissan|Tiida|2014.0|146000.0|7800.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
146,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-tiida-2014-1848043
Peugeot Pickup Kp1 2022|usado|Peugeot|Pickup Kp1|2022.0|37000.0|24600.0|$20K - $30K|Mecánica||"Diesel|Mecánica
Kilometraje:
37,000 Kms
Trujillo, La Libertad"|[]|Trujillo, La Libertad|https://neoauto.com/auto/usado/peugeot-pickup-kp1-2022-1848120
Peugeot 3008 2019|usado|Peugeot|3008|2019.0|56000.0|19990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
56,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/peugeot-3008-2019-1847762
Mazda Cx-3 2024|usado|Mazda|Cx-3|2024.0|15000.0|20500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
15,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-3-2024-1844990
Jeep Compass 2011|usado|Jeep|Compass|2011.0|71000.0|10000.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
71,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-2011-1650368
Toyota Rav4 2017|usado|Toyota|Rav4|2017.0|88200.0|21200.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
88,200 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-rav4-2017-1847971
Toyota Prius 2014|usado|Toyota|Prius|2014.0|102000.0|10500.0|$10K - $20K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
102,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-prius-2014-1847767
Mazda Cx-5 2013|usado|Mazda|Cx-5|2013.0|97700.0|11900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
97,700 Kms
Arequipa, Arequipa"|[]|Arequipa, Arequipa|https://neoauto.com/auto/usado/mazda-cx-5-2013-1847209
Honda Cr-V 2022|usado|Honda|Cr-V|2022.0|55000.0|26500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2022-1845995
Nissan X-Trail 2020|usado|Nissan|X-Trail|2020.0|67000.0|19800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
67,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-x-trail-2020-1846571
Mazda 3 2009|usado|Mazda|3|2009.0|132000.0|8000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
132,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-3-2009-1844888
Nissan March 2007|usado|Nissan|March|2007.0|169000.0|5000.0|menor a $5K|Automática||"Gasolina|Automática
Kilometraje:
169,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-march-2007-1845418
Nissan Versa 2014|usado|Nissan|Versa|2014.0|141000.0|7550.0|$5K - $10K|Automática||"Gas GNV|Automática
Kilometraje:
141,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-versa-2014-1845656
Hyundai Tucson 2024|usado|Hyundai|Tucson|2024.0|14000.0|24300.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
14,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-tucson-2024-1848128
Chevrolet Tracker 2024|usado|Chevrolet|Tracker|2024.0|25000.0|15200.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
25,000 Kms
Cusco, Cusco"|[]|Cusco, Cusco|https://neoauto.com/auto/usado/chevrolet-tracker-2024-1845994
Mitsubishi Outlander 2010|usado|Mitsubishi|Outlander|2010.0|114000.0|16500.0|$10K - $20K|Automática||"Dual|Automática
Kilometraje:
114,000 Kms
Trujillo, La Libertad"|[]|Trujillo, La Libertad|https://neoauto.com/auto/usado/mitsubishi-outlander-2010-1663595
Toyota Yaris 2003|usado|Toyota|Yaris|2003.0|195000.0|6500.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
195,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-yaris-2003-1845821
Mitsubishi Eclipse Cross 2018|usado|Mitsubishi|Eclipse Cross|2018.0|105.0|16900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
105 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-eclipse-cross-2018-1845611
Peugeot 3008 2013|usado|Peugeot|3008|2013.0|128700.0|7700.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
128,700 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/peugeot-3008-2013-1847916
Chevrolet Onix 2020|usado|Chevrolet|Onix|2020.0|35500.0|10500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-onix-2020-1847658
Chevrolet Captiva 2022|usado|Chevrolet|Captiva|2022.0|37000.0|17200.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-captiva-2022-1847923
Suzuki Grand Vitara 2024|usado|Suzuki|Grand Vitara|2024.0|3648.0|18500.0|$10K - $20K|Mecánica||"Gasolina-Híbrido|Mecánica
Kilometraje:
3,648 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-grand-vitara-2024-1846027
Chevrolet Onix 2025|usado|Chevrolet|Onix|2025.0|3711.0|13800.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
3,711 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-onix-2025-1845441
Suzuki Grand Vitara 2024|usado|Suzuki|Grand Vitara|2024.0|3660.0|18500.0|$10K - $20K|Mecánica||"Gasolina-Híbrido|Mecánica
Kilometraje:
3,660 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-grand-vitara-2024-1846032
Jeep Compass 2010|usado|Jeep|Compass|2010.0|95000.0|9800.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
95,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-2010-1847118
Peugeot 3008 2018|usado|Peugeot|3008|2018.0|55000.0|17800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
55,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/peugeot-3008-2018-1847494
Subaru Forester 2017|usado|Subaru|Forester|2017.0|65000.0|15500.0|$10K - $20K|Automática|Secuencial|"Dual|Automática - Secuencial
Kilometraje:
65,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2017-1848041
Chevrolet Cruze Hb 2013|usado|Chevrolet|Cruze Hb|2013.0|84000.0|7500.0|$5K - $10K|Automática|Secuencial|"Gas GNV|Automática - Secuencial
Kilometraje:
84,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-cruze-hb-2013-1844995
Renault Koleos 2013|usado|Renault|Koleos|2013.0|84145.0|11000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
84,145 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/renault-koleos-2013-1846919
Bmw 320i 2018|usado|BMW|320i|2018.0|33000.0|26000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
33,000 Kms
Arequipa, Arequipa"|[]|Arequipa, Arequipa|https://neoauto.com/auto/usado/bmw-320i-2018-1846117
Bmw X3 2017|usado|BMW|X3|2017.0|52000.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
52,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x3-2017-1847340
Ford Territory 2022|usado|Ford|Territory|2022.0|40500.0|20000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
40,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-territory-2022-1844866
Mazda 6 2015|usado|Mazda|6|2015.0|60700.0|13700.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
60,700 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-6-2015-1846851
Peugeot 2008 2022|usado|Peugeot|2008|2022.0|24000.0|16800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
24,000 Kms
Arequipa, Arequipa"|[]|Arequipa, Arequipa|https://neoauto.com/auto/usado/peugeot-2008-2022-1847345
Fiat 600 1962|usado|Fiat|600 1962|||6000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/fiat-600-1962-1823788
Volkswagen Gol Confort Sedan 2013|usado|Volkswagen|Gol Confort Sedan|2013.0|75000.0|6500.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
75,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-gol-confort-sedan-2013-1847171
Suzuki Grand Nomade 2009|usado|Suzuki|Grand Nomade|2009.0|183.0|7500.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
183 Kms
Huaura, Lima"|[]|Huaura, Lima|https://neoauto.com/auto/usado/suzuki-grand-nomade-2009-1848070
Jac S3 2020|usado|JAC|S3|2020.0|85000.0|10000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
85,000 Kms
Huancayo, Junin"|[]|Huancayo, Junin|https://neoauto.com/auto/usado/jac-s3-2020-1844997
Chevrolet Tracker 2017|usado|Chevrolet|Tracker|2017.0|87000.0|11500.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
87,000 Kms
Callao, Callao"|[]|Callao, Callao|https://neoauto.com/auto/usado/chevrolet-tracker-2017-1846709
Mitsubishi Outlander 2016|usado|Mitsubishi|Outlander|2016.0|29500.0|15500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-outlander-2016-1847968
Suzuki New Vitara 2025|usado|Suzuki|New Vitara|2025.0||18000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-new-vitara-2025-1848052
Kia Rio 2020|usado|Kia|Rio|2020.0|141000.0|10600.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
141,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-rio-2020-1846692
Daihatsu Terios 2014|usado|Daihatsu|Terios|2014.0|170000.0|10000.0|$5K - $10K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
170,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/daihatsu-terios-2014-1845460
Toyota Agya 2018|usado|Toyota|Agya|2018.0|66000.0|9000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
66,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-agya-2018-1845987
Toyota Raize 2024|usado|Toyota|Raize|2024.0|50000.0|15000.0|$10K - $20K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
50,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-raize-2024-1845836
Hyundai Verna 2020|usado|Hyundai|Verna|2020.0|72000.0|10000.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
72,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-verna-2020-1846146
Audi A4 2011|usado|Audi|A4|2011.0|99000.0|12000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
99,000 Kms
Huanuco, Huanuco"|[]|Huanuco, Huanuco|https://neoauto.com/auto/usado/audi-a4-2011-1845073
Volkswagen Gol Sedán 2020|usado|Volkswagen|Gol Sedán|2020.0|52000.0|11900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
52,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-gol-sedan-2020-1847204
Chevrolet N400 2021|usado|Chevrolet|N400|2021.0|63.0|12600.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
63 Kms
Callao, Callao"|[]|Callao, Callao|https://neoauto.com/auto/usado/chevrolet-n400-2021-1844718
Mazda 3 2018|usado|Mazda|3|2018.0|49000.0|13990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-3-2018-1846686
Nissan Tiida 2014|usado|Nissan|Tiida|2014.0|320000.0|5550.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
320,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-tiida-2014-1847040
Suzuki Swift 2022|usado|Suzuki|Swift|2022.0|26000.0|11900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
26,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-swift-2022-1848141
Mazda Cx-9 2019|usado|Mazda|Cx-9|2019.0|75000.0|23500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
75,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-9-2019-1846891
Volkswagen Gol 2020|usado|Volkswagen|Gol|2020.0|58000.0|9700.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
58,000 Kms
Callao, Callao"|[]|Callao, Callao|https://neoauto.com/auto/usado/volkswagen-gol-2020-1845657
Dodge Journey 2011|usado|Dodge|Journey|2011.0|108.0|9200.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
108 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-journey-2011-1846447
Subaru Forester 2006|usado|Subaru|Forester|2006.0|284000.0|6000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
284,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2006-1847174
Suzuki Swift 2019|usado|Suzuki|Swift|2019.0|90000.0|11600.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
90,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-swift-2019-1845028
Honda Cr-V 2010|usado|Honda|Cr-V|2010.0|162000.0|10500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
162,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2010-1845304
Kia Rio 2019|usado|Kia|Rio|2019.0|150000.0|11250.0|$10K - $20K|Mecánica||"Gas GNV|Mecánica
Kilometraje:
150,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-rio-2019-1845717
Ford Explorer 2017|usado|Ford|Explorer|2017.0|96000.0|20500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
96,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2017-1846060
Jeep Compass Sport 2020|usado|Jeep|Compass Sport|2020.0|60000.0|20000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
60,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-sport-2020-1844802
Subaru Forester 2020|usado|Subaru|Forester|2020.0|79000.0|20500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
79,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2020-1846632
Chevrolet Tracker 2018|usado|Chevrolet|Tracker|2018.0|90500.0|13000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
90,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-tracker-2018-1847288
Chevrolet N400 2021|usado|Chevrolet|N400|2021.0|150000.0|35500.0|$30K - $40K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
150,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-n400-2021-1846051
Bmw X-3 2011|usado|BMW|X-3|2011.0|142000.0|10000.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
142,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x-3-2011-1845630
Honda Accord 2013|usado|Honda|Accord|2013.0|135000.0|8900.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
135,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-accord-2013-1780784
Bmw X1 20i 2021|usado|BMW|X1 20i|2021.0|50365.0|27000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
50,365 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-20i-2021-1847256
Volkswagen Tiguan Allspace 2019|usado|Volkswagen|Tiguan Allspace|2019.0|43000.0|20000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
43,000 Kms
Cusco, Cusco"|[]|Cusco, Cusco|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2019-1847384
Mazda 3 Sport 2023|usado|Mazda|3 Sport|2023.0|6900.0|18650.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
6,900 Kms
Arequipa, Arequipa"|[]|Arequipa, Arequipa|https://neoauto.com/auto/usado/mazda-3-sport-2023-1847648
Kia Soluto 2020|usado|Kia|Soluto|2020.0|258000.0|8500.0|$5K - $10K|Mecánica||"Gas GNV|Mecánica
Kilometraje:
258,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-soluto-2020-1847774
Toyota Corolla Cross 2024|usado|Toyota|Corolla Cross|2024.0|17000.0|28900.0|$20K - $30K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
17,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-corolla-cross-2024-1845205
Dodge Journey 2011|usado|Dodge|Journey|2011.0|61820.0|12000.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
61,820 Kms
Trujillo, La Libertad"|[]|Trujillo, La Libertad|https://neoauto.com/auto/usado/dodge-journey-2011-1848029
Ford Mustang 1967|usado|Ford|Mustang 1967||10000.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
10,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-mustang-1967-1845906
Kia Carnival 2016|usado|Kia|Carnival|2016.0|108000.0|17900.0|$10K - $20K|Automática|Secuencial|"Dual|Automática - Secuencial
Kilometraje:
108,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-carnival-2016-1845256
Ford Territory 2021|usado|Ford|Territory|2021.0|51000.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
51,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-territory-2021-1847273
Toyota Regius 2004|usado|Toyota|Regius|2004.0|149000.0|9750.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
149,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-regius-2004-1846717
Ford Explorer 2017|usado|Ford|Explorer|2017.0|74000.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
74,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2017-1844681
Volkswagen Gol Sedán 2010|usado|Volkswagen|Gol Sedán|2010.0|146280.0|5800.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
146,280 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-gol-sedan-2010-1847053
Jeep Commander 2008|usado|Jeep|Commander|2008.0|190000.0|10200.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
190,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-commander-2008-1846070
Jeep Compass 2012|usado|Jeep|Compass|2012.0|54324.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
54,324 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-2012-1846153
Kia Cerato 2018|usado|Kia|Cerato|2018.0|130750.0|14690.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
130,750 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-cerato-2018-1845246
Audi A3 Sedan 2018|usado|Audi|A3 Sedan|2018.0|39000.0|20990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Arequipa, Arequipa"|[]|Arequipa, Arequipa|https://neoauto.com/auto/usado/audi-a3-sedan-2018-1838789
Audi Q7 2014|usado|Audi|Q7|2014.0|68600.0|20500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
68,600 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/audi-q7-2014-1845307
Toyota Corona 1985|usado|Toyota|Corona|1985.0|265600.0|3000.0|menor a $5K|Mecánica||"Gasolina|Mecánica
Kilometraje:
265,600 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-corona-1985-1844966
Ssangyong Kyron 2011|usado|SsangYong|Kyron|2011.0|202987.0|6300.0|$5K - $10K|Mecánica||"Diesel|Mecánica
Kilometraje:
202,987 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ssangyong-kyron-2011-1846685
Nissan X-Trail 2009|usado|Nissan|X-Trail|2009.0|120000.0|9850.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
120,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-x-trail-2009-1847462
Jac S3 2020|usado|JAC|S3|2020.0|101000.0|10000.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
101,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jac-s3-2020-1848130
Kia Cerato 2017|usado|Kia|Cerato|2017.0|160000.0|10500.0|$10K - $20K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
160,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-cerato-2017-1847493
Toyota Rav4 2018|usado|Toyota|Rav4|2018.0|47500.0|22500.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
47,500 Kms
Piura, Piura"|[]|Piura, Piura|https://neoauto.com/auto/usado/toyota-rav4-2018-1845157
Citroen C-5 2011|usado|Citroen|C-5|2011.0|82000.0|7900.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
82,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/citroen-c-5-2011-1845258
Great Wall Poer 2023|usado|Great Wall|Poer|2023.0|70000.0|19000.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
70,000 Kms
Mariscal Nieto, Moquegua"|[]|Mariscal Nieto, Moquegua|https://neoauto.com/auto/usado/great-wall-poer-2023-1844715
Hyundai Elantra 2012|usado|Hyundai|Elantra|2012.0|72500.0|12400.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
72,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-elantra-2012-1846597
Mitsubishi L200 Dk-R 2017|usado|Mitsubishi|L200 Dk-R|2017.0|250000.0|15000.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
250,000 Kms
Chiclayo, Lambayeque"|[]|Chiclayo, Lambayeque|https://neoauto.com/auto/usado/mitsubishi-l200-dk-r-2017-1845288
Toyota Hilux 2004|usado|Toyota|Hilux|2004.0|310000.0|11000.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
310,000 Kms
Ica, Ica"|[]|Ica, Ica|https://neoauto.com/auto/usado/toyota-hilux-2004-1846781
Subaru Impreza 2014|usado|Subaru|Impreza|2014.0|113000.0|12900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
113,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-impreza-2014-1845383
Subaru Forester 2011|usado|Subaru|Forester|2011.0|180000.0|8940.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
180,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2011-1845111
