titulo|tipo|marca|modelo|año|kilometraje|precio|precio_etiqueta|transmision|caja|detalle|tags|ubicacion|url_auto
Mazda 3 2009|usado|Mazda|3|2009|57233.0|17900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
57,233 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/seat-ateca-2023-1839341
Volkswagen Tiguan Allspace 2018|usado|Volkswagen|Tiguan Allspace|2018|110000.0|8200.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
110,000 Kms
Lima, Lima
Elegante Y Deportivo. Uso Ejecutivo Magnifico Mantenimiento."|USO DAMA|Lima, Lima|https://neoauto.com/auto/usado/mazda-3-2009-1847656
Mercedes Benz Cls 500 2012|usado|Mercedes Benz|Cls 500|2012|77863.0|19900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
77,863 Kms
Lima, Lima"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2018-1847946
Jeep Grand Cherokee Limited 2021|usado|Jeep|Grand Cherokee Limited|2021|48423.0|25500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,423 Kms
Lima, Lima
MERCEDES BENZ CLS500 COUPE AMG PKG - Motor V8 BI-TURBO"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-cls-500-2012-1834972
Nissan Frontier 2019|usado|Nissan|Frontier|2019|42829.0|40850.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
42,829 Kms
Lima, Lima
Grand Cherokee Limited Version Limited"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-limited-2021-1844713
Toyota Corolla 2022|usado|Toyota|Corolla|2022|175000.0|15900.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
175,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/usado/nissan-frontier-2019-1835748
Volkswagen Saveiro 2025|usado|Volkswagen|Saveiro|2025|20000.0|18900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
20,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/usado/toyota-corolla-2022-1845681
Kia Soul 2017|usado|Kia|Soul|2017|8000.0|15900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
8,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-saveiro-2025-1843736
Jeep Renegade 2023|usado|Jeep|Renegade|2023|103000.0|10500.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
103,000 Kms
Lima, Lima
BAJO CONSUMO DE COMBUSTIBLE, CONSERVADO, VENIR Y PROBARLO"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/kia-soul-2017-1839259
Hyundai Accent 2024|usado|Hyundai|Accent|2024|57000.0|21500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
57,000 Kms
Lima, Lima
Jeep Renegade Sport 2023 4x2 AT – Impecable, Único Dueño"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/usado/jeep-renegade-2023-1845208
Porsche Panamera Turbo 2018|usado|Porsche|Panamera Turbo|2018|18000.0|15450.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
18,000 Kms
Lima, Lima
Impecable, Mantenimiento En Hyundai. Uso Familiar"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/hyundai-accent-2024-1838988
Volvo Xc-60 2022|usado|Volvo|Xc-60|2022|92.0|29900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
92 Kms
Lima, Lima
BMW X3 XDRIVE 30i TWIN POWER TURBO, 2018 - SERVICIOS EN BMW"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/bmw-x3-30i-2018-1817188
Mercedes Benz Glc 200 Coupe 2020|usado|Mercedes Benz|Glc 200 Coupe|2020|7200.0|53500.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
7,200 Kms
Lima, Lima
T8 Híbrida. Servicios Concesionario."|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-60-2022-1843776
Ford Granada 1981|usado|Ford|Granada|1981|47000.0|48500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-glc-200-coupe-2020-1847522
Jeep Grand Cherokee Limited 2018|usado|Jeep|Grand Cherokee Limited|2018|79540.0|3500.0|menor a $5K|Automática||"Gasolina|Automática
Kilometraje:
79,540 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/ford-granada-1981-1835188
Volkswagen Taos 2022|usado|Volkswagen|Taos|2022|84600.0|26500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
84,600 Kms
Lima, Lima
CAMIONETA 4X4 FULL EQUIPO, PRECIO OCASION"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-limited-2018-1834646
Toyota Fortuner 2014|usado|Toyota|Fortuner|2014|24000.0|22000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
24,000 Kms
Lima, Lima
Esta En Excelente Condición, Unico Dueño"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-taos-2022-1847068
Mazda Cx-5 2025|usado|Mazda|Cx-5|2025|52218.0|18450.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
52,218 Kms
Lima, Lima
BMW 328i TWIN POWER TURBO - Solo 52 Mil Kms...!! VEN A VERLO"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/bmw-328-i-2015-1845898
Suzuki S-Cross 2016|usado|Suzuki|S-Cross|2016|119577.0|23999.0|$20K - $30K|Mecánica||"Diesel|Mecánica
Kilometraje:
119,577 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/toyota-fortuner-2014-1841969
Mitsubishi Montero Sport 2017|usado|Mitsubishi|Montero Sport|2017|46774.0|34900.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
46,774 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2022-1842164
Jaguar E-Pace 2018|usado|Jaguar|E-Pace|2018|8000.0|29500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima
VERSION ACTIVE 2.0 AUTOMATICO FULL - MANTENIMIENTO EN DERCO"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-5-2025-1829726
Toyota Land Cruiser Prado 2023|usado|Toyota|Land Cruiser Prado|2023|40260.0|25950.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
40,260 Kms
Lima, Lima
Facturable, Bellísema, Full Equipo, Mantenimiento Al Día"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2020-1843276
Chevrolet Tahoe 2020|usado|Chevrolet|Tahoe|2020|33200.0|42900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
33,200 Kms
Lima, Lima
BMW M2 2017"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/bmw-m2-coupe-2017-1846133
Volvo Xc-60 2020|usado|Volvo|Xc-60|2020|91000.0|9500.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
91,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/suzuki-s-cross-2016-1833865
Jeep Grand Cherokee Laredo 2017|usado|Jeep|Grand Cherokee Laredo|2017|50500.0|24000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
50,500 Kms
Lima, Lima
REMATO - PRECIO NEGOCIABLE"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-montero-sport-2017-1838015
Volkswagen Polo 2024|usado|Volkswagen|Polo|2024|9000.0|17900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
9,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-polo-2024-1846484
Chevrolet Traverse 2023|usado|Chevrolet|Traverse|2023|49500.0|35000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,500 Kms
Lima, Lima
OCACION VENTA DE CAMIONETA CHEVROLET TRAVERSE 2023 POCO USO"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-traverse-2023-1761854
Lexus Gx 460 2024|usado|Lexus|Gx 460|2024|17500.0|74500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,500 Kms
Lima, Lima
Camioneta De Lujo Único Dueño Y En Excelente Estado"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/lexus-gx-460-2024-1843720
Chevrolet Tahoe 2023|usado|Chevrolet|Tahoe|2023|13409.0|69900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
13,409 Kms
Lima, Lima
CHEVY TAHOE Z71 5.3L 4WD - 13,400 Kms - GARANTIA HASTA 2027"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-tahoe-2023-1834511
Mercedes Benz Gle 63 S Amg 2018|usado|Mercedes Benz|Gle 63 S Amg|2018|51000.0|79990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
51,000 Kms
Lima, Lima
MERCEDES BENZ GLE 63s 2018"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-gle-63-s-amg-2018-1846170
Changan Cs35 2024|usado|Changan|Cs35|2024|8500.0|13999.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
8,500 Kms
Chiclayo, Lambayeque
Camioneta Con Muy Poco Uso, Bien Conservada Y Cuidada."|OCASIÓN|Chiclayo, Lambayeque|https://neoauto.com/auto/usado/changan-cs35-2024-1841650
Toyota Land Cruiser Prado 2022|usado|Toyota|Land Cruiser Prado|2022|18500.0|68000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
18,500 Kms
Lima, Lima
Trato Dueño Directo, Precio Ligeramente Negociable!"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/bmw-x5-40i-2022-1807518
Jeep Gladiator 2024|usado|Jeep|Gladiator|2024|182779.0|39900.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
182,779 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/toyota-land-cruiser-prado-2022-1842099
Jeep Grand Cherokee Laredo 2020|usado|Jeep|Grand Cherokee Laredo|2020|4000.0|74900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
4,000 Kms
Lima, Lima
JEEP GLADIATOR RUBICON CON 4000 Km"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/jeep-gladiator-2024-1843839
Suzuki Swift 2013|usado|Suzuki|Swift|2013|30000.0|31000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30,000 Kms
Lima, Lima
MUY BUEN CONSERVADO"|USO DAMA|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2020-1839049
Nissan Kicks 2020|usado|Nissan|Kicks|2020|143000.0|7900.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
143,000 Kms
Lima, Lima
Económico, Confiable Y Listo Para Rodar"|VENDO POR VIAJE|Lima, Lima|https://neoauto.com/auto/usado/suzuki-swift-2013-1847170
Kia Sorento 2022|usado|Kia|Sorento|2022|40000.0|16000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
40,000 Kms
Lima, Lima
Camioneta Usada En Muy Buen Estado."|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/nissan-kicks-2020-1843121
Kia Sorento 2022|usado|Kia|Sorento|2022|59962.0|27900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
59,962 Kms
Lima, Lima
HONDA PILOT LX AZUL ZAFIRO, 2020 - Solo 59,962 Kms...."|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2020-1838646
Chevrolet Captiva 2012|usado|Chevrolet|Captiva|2012|49500.0|26500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,500 Kms
Lima, Lima
KIA SORRENTO - COMO NUEVO"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/kia-sorento-2022-1847399
Mercedes Benz C-180 2020|usado|Mercedes Benz|C-180|2020|114000.0|24900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
114,000 Kms
Lima, Lima
Kia Sorento 2.5 EX Plus 4x2"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/usado/kia-sorento-2022-1842215
Mazda Cx-3 2022|usado|Mazda|Cx-3|2022|90500.0|9000.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
90,500 Kms
Arequipa, Arequipa
ÚNICO DUEÑO!"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/usado/chevrolet-captiva-2012-1810742
Land Rover Range Rover Sport 2020|usado|Land Rover|Range Rover Sport|2020|49500.0|69000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,500 Kms
Lima, Lima
Autobiography V8 525 HP Con Full Extras"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/land-rover-range-rover-sport-2020-1830291
Hyundai Tucson 2020|usado|Hyundai|Tucson|2020|70000.0|25900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
70,000 Kms
Lima, Lima
Impecable, Full Equipo, Entrega Con Mantenimiento En Honda"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/usado/honda-odyssey-2020-1839887
Mercedes Benz A200 2020|usado|Mercedes Benz|A200|2020|96371.0|18900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
96,371 Kms
Lima, Lima
Hyundai Tucson 2020"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/hyundai-tucson-2020-1842096
Subaru Xv 2011|usado|Subaru|Xv|2011|45943.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
45,943 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-a200-2020-1841518
Ford Explorer 2008|usado|Ford|Explorer|2008|92858.0|9499.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
92,858 Kms
Lima, Lima
Subaru XV Primera Generación"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/subaru-xv-2011-1842559
Volvo Xc-40 2022|usado|Volvo|Xc-40|2022|165000.0|8000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
165,000 Kms
Lima, Lima
Auto Todo Terreno"|VENDO POR VIAJE|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2008-1841726
Nissan Sentra 2020|usado|Nissan|Sentra|2020|25100.0|18900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
25,100 Kms
Lima, Lima
Jetour X70 Limited 1.5T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/usado/jetour-x70-2024-1845571
Kia Picanto 2023|usado|Kia|Picanto|2023|16740.0|38500.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
16,740 Kms
Lima, Lima
Mantenimientos En Volvo. Próximo Servicio Julio 2026."|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-40-2022-1846513
Hyundai Elantra 2020|usado|Hyundai|Elantra|2020|111300.0|13600.0|$10K - $20K|Automática||"Dual|Automática
Kilometraje:
111,300 Kms
Lima, Lima
EXPECTACULAR UNICO DUEÑO LO MEJOR Q ENCOTRARAS ¡GARANTIZADO!"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/usado/nissan-sentra-2020-1803978
Toyota Corolla Cross 2022|usado|Toyota|Corolla Cross|2022|27000.0|12000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
27,000 Kms
Lima, Lima
Auto Económico Ideal Para Uso Diario"|USO DAMA|Lima, Lima|https://neoauto.com/auto/usado/kia-picanto-2023-1838419
Mazda Cx-3 2022|usado|Mazda|Cx-3|2022|83000.0|13900.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
83,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/hyundai-elantra-2020-1836930
Hyundai Santa Fe 2010|usado|Hyundai|Santa Fe|2010|16000.0|22000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
16,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/toyota-corolla-cross-2022-1839218
Subaru Xv 2022|usado|Subaru|Xv|2022|38100.0|18000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
38,100 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/usado/mazda-cx-3-2022-1842422
Mercedes Benz Glc 200 Coupe 2020|usado|Mercedes Benz|Glc 200 Coupe|2020|116500.0|10000.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
116,500 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2010-1842967
Lexus Gx 460 2023|usado|Lexus|Gx 460|2023|69000.0|18900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
69,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/subaru-xv-2022-1835552
Porsche 911 Carrera4 1999|usado|Porsche|911 Carrera4|1999|35000.0|47900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-glc-200-coupe-2020-1800737
Mercedes Benz Cla 200 2023|usado|Mercedes Benz|Cla 200|2023|15000.0|48500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
15,000 Kms
Arequipa, Arequipa"|PREMIUM|Arequipa, Arequipa|https://neoauto.com/auto/usado/bmw-m2-coupe-2019-1838727
Mitsubishi Montero 2009|usado|Mitsubishi|Montero|2009|159000.0|17000.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
159,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-montero-2009-1836640
Kia Sportage 2017|usado|Kia|Sportage|2017|47412.0|19700.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
47,412 Kms
Lima, Lima
Camioneta En Excelente Estado"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2017-1842624
Volvo Xc-60 2017|usado|Volvo|Xc-60|2017|37000.0|35000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
37,000 Kms
Arequipa, Arequipa
HONDA CRV 2023, VERSIÓN EXL, TOPE DE GAMA"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/usado/honda-cr-v-2023-1844352
Toyota Agya 2020|usado|Toyota|Agya|2020|190000.0|18900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
190,000 Kms
Lima, Lima
AUTO DE LUJO DE USO EJECUTIVO"|VENDO POR VIAJE|Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-60-2017-1845912
Chevrolet Tracker 2023|usado|Chevrolet|Tracker|2023|57000.0|8900.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
57,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/toyota-agya-2020-1845769
Volkswagen Escarabajo 1967|usado|Volkswagen|Escarabajo|1967|83000.0|16500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
83,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/chevrolet-tracker-2023-1838387
Mazda Cx-9 2017|usado|Mazda|Cx-9|2017|76944.0|10000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
76,944 Kms
Chanchamayo, Junin"|PREMIUM|Chanchamayo, Junin|https://neoauto.com/auto/usado/volkswagen-escarabajo-1967-1833137
Mazda Bt-50 2024|usado|Mazda|Bt-50|2024|101000.0|12000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
101,000 Kms
Lima, Lima
Vendo Camioneta Como Nueva"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2011-1845625
Mercedes Benz Gla 200 2016|usado|Mercedes Benz|Gla 200|2016|90000.0|20500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
90,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-9-2017-1843753
Mazda Cx-3 2020|usado|Mazda|Cx-3|2020|150.0|28000.0|$20K - $30K|Mecánica||"Diesel|Mecánica
Kilometraje:
150 Kms
Lima, Lima
Oportunidad Única:Mazda BT-50 Impecable, Lista Para Estrenar"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/mazda-bt-50-2024-1847034
Hyundai Santa Fe 2018|usado|Hyundai|Santa Fe|2018|18000.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
18,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-gla-200-2016-1847093
Mercedes Benz S500 2012|usado|Mercedes Benz|S500|2012|40700.0|16500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
40,700 Kms
Lima, Lima"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-3-2020-1836987
Porsche Cayenne Turbo S 2017|usado|Porsche|Cayenne Turbo S|2017|57000.0|19000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
57,000 Kms
Lima, Lima
Hyundai Santa Fe"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2018-1845524
Jeep Grand Cherokee Laredo 2014|usado|Jeep|Grand Cherokee Laredo|2014|90000.0|9000.0|$5K - $10K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
90,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/jac-refine-2013-734864
Renault Captur 2018|usado|Renault|Captur|2018|88000.0|25900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
88,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-s500-2012-1834104
Hyundai Tucson 2016|usado|Hyundai|Tucson|2016|80000.0|65000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/usado/porsche-cayenne-turbo-s-2017-1841745
Renault Duster 2016|usado|Renault|Duster|2016|110000.0|16000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
110,000 Kms
Piura, Piura
CAMIONETA FAMILIAR, CONFORT Y SEGURIDAD"|SEMINUEVO|Piura, Piura|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2014-1847963
Mitsubishi Asx 2015|usado|Mitsubishi|Asx|2015|74000.0|11700.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
74,000 Kms
Lima, Lima
Estado General Muy Cuidado. Ideal Para Uso Familiar O Urbano"|CERO CHOQUES|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-asx-2015-1839220
Volkswagen Tiguan Allspace 2018|usado|Volkswagen|Tiguan Allspace|2018|92000.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
92,000 Kms
Lima, Lima
Vendo Mi Tiguan All Space Súper Cuidada Servicios Al Día"|SOAT AL DÍA|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2018-1844640
Hyundai Santa Fe 2017|usado|Hyundai|Santa Fe|2017|123631.0|17500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
123,631 Kms
Lima, Lima
Camioneta Confortable"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2017-1840686
Subaru Evoltis 2022|usado|Subaru|Evoltis|2022|49300.0|49000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,300 Kms
Lima, Lima
Único Dueño, Como Nuevo!"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/usado/subaru-evoltis-2022-1839613
Kia Sportage 2018|usado|Kia|Sportage|2018|153900.0|18990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
153,900 Kms
Tacna, Tacna
Único Dueño, Cuidado Al Máximo. Compruébalo"|UNICO DUEÑO|Tacna, Tacna|https://neoauto.com/auto/usado/kia-sportage-2018-1847495
Nissan X-Trail 2024|usado|Nissan|X-Trail|2024|18000.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
18,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/usado/nissan-x-trail-2024-1846750
Mitsubishi Montero Sport 2015|usado|Mitsubishi|Montero Sport|2015|66545.0|9900.0|$5K - $10K|Mecánica||"Diesel|Mecánica
Kilometraje:
66,545 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-montero-sport-2015-1847509
Mazda Cx-5 2015|usado|Mazda|Cx-5|2015|49000.0|14800.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
49,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-5-2015-1835949
Dodge Durango 2016|usado|Dodge|Durango|2016|104500.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
104,500 Kms
Lima, Lima
DURANGO BLACK TIE EDITION ASIENTOS DE CUERO"|USO DAMA|Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2016-1848028
Audi A6 2014|usado|Audi|A6|2014|73000.0|14900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
73,000 Kms
Lima, Lima
Auto Espacioso , Comodo Y Deportivo"|REPUESTOS ORIGINALES|Lima, Lima|https://neoauto.com/auto/usado/audi-a6-2014-1841897
